Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,ITEM2674,Beverages,2007,OUT010,Tier 2,Medium,Supermarket Type2,0.021776023,0.8,1614,4
Low Fat,ITEM2682,Bakery Products,2000,OUT003,Tier 2,Medium,Supermarket Type2,0.041055456,1.5,2201,3
Low Fat,ITEM2704,Snacks,2002,OUT002,Tier 2,Medium,Supermarket Type2,0.03693418,0.5,1288,4
Regular,ITEM2735,Beverages,2018,OUT009,Tier 2,Medium,Supermarket Type2,0.011814249,4.6,256,1
Low Fat,ITEM2743,Fruits and Vegetables,2013,OUT004,Tier 2,Medium,Supermarket Type2,0.069301706,1.7,1422,0
Low Fat,ITEM2765,Beverages,2005,OUT009,Tier 2,Medium,Supermarket Type2,0.026070551,1.9,41,5
Low Fat,ITEM2766,Dairy Products,2009,OUT002,Tier 2,Medium,Supermarket Type2,0.070213024,4,1615,1
Low Fat,ITEM2817,Fruits and Vegetables,2014,OUT010,Tier 2,Medium,Supermarket Type2,0.023495756,3,558,3
Regular,ITEM2827,Snacks,2011,OUT007,Tier 2,Medium,Supermarket Type2,0.012282372,1.5,2496,4
Regular,ITEM2832,Bakery Products,2010,OUT001,Tier 2,Medium,Supermarket Type2,0.093298639,0.7,1057,3
Low Fat,ITEM2847,Snacks,2007,OUT010,Tier 2,Medium,Supermarket Type2,0.092439853,4.9,1059,3
Low Fat,ITEM2895,Snacks,2013,OUT004,Tier 2,Medium,Supermarket Type2,0.001301359,2.4,512,3
Low Fat,ITEM2946,Snacks,2006,OUT004,Tier 2,Medium,Supermarket Type2,0.093591333,0.6,1856,4
Regular,ITEM2958,Fruits and Vegetables,2000,OUT005,Tier 2,Medium,Supermarket Type2,0.03190258,2.9,2287,2
Regular,ITEM2991,Beverages,2017,OUT006,Tier 2,Medium,Supermarket Type2,0.067783981,4.1,1530,4
Regular,ITEM2993,Dairy Products,2016,OUT003,Tier 2,Medium,Supermarket Type2,0.058101126,0.3,148,2
Low Fat,ITEM0048,Beverages,2007,OUT001,Tier 2,Large,Supermarket Type2,0.086130439,3,379,2
Regular,ITEM0065,Fruits and Vegetables,2005,OUT007,Tier 2,Large,Supermarket Type2,0.036500214,0.7,1880,1
Low Fat,ITEM0076,Beverages,2003,OUT010,Tier 2,Large,Supermarket Type2,0.051069265,5,1804,1
Regular,ITEM0105,Fruits and Vegetables,2007,OUT006,Tier 2,Large,Supermarket Type2,0.078829975,1,360,1
Low Fat,ITEM0125,Beverages,2019,OUT008,Tier 2,Large,Supermarket Type2,0.083200822,3.4,2912,1
Regular,ITEM0187,Fruits and Vegetables,2013,OUT001,Tier 2,Large,Supermarket Type2,0.071367892,0.6,2286,4
Regular,ITEM0194,Dairy Products,2020,OUT005,Tier 2,Large,Supermarket Type2,0.051212132,1.6,454,3
Low Fat,ITEM0203,Snacks,2018,OUT006,Tier 2,Large,Supermarket Type2,0.09708746,0.6,1926,0
Low Fat,ITEM0212,Beverages,2001,OUT004,Tier 2,Large,Supermarket Type2,0.05942283,0.4,2500,1
Regular,ITEM0219,Dairy Products,2002,OUT003,Tier 2,Large,Supermarket Type2,0.010709781,2.7,1262,2
Low Fat,ITEM0220,Beverages,2006,OUT009,Tier 2,Large,Supermarket Type2,0.069922728,2.6,133,3
Regular,ITEM0223,Snacks,2004,OUT001,Tier 2,Large,Supermarket Type2,0.095496416,3.7,2476,2
Regular,ITEM0242,Fruits and Vegetables,2009,OUT005,Tier 2,Large,Supermarket Type2,0.078173575,2.6,2312,0
Low Fat,ITEM0246,Dairy Products,2014,OUT007,Tier 2,Large,Supermarket Type2,0.086300167,0.4,575,2
Low Fat,ITEM0269,Bakery Products,2013,OUT009,Tier 2,Large,Supermarket Type2,0.019529614,3,1522,2
Regular,ITEM0277,Dairy Products,2014,OUT006,Tier 2,Large,Supermarket Type2,0.06948103,2.6,1341,4
Low Fat,ITEM0298,Fruits and Vegetables,2003,OUT010,Tier 2,Large,Supermarket Type2,0.035523283,3.5,1219,2
Low Fat,ITEM0316,Bakery Products,2015,OUT001,Tier 2,Large,Supermarket Type2,0.093081336,4.6,2369,3
Regular,ITEM0382,Bakery Products,2012,OUT007,Tier 2,Large,Supermarket Type2,0.069146157,2.4,2913,3
Low Fat,ITEM0412,Bakery Products,2008,OUT005,Tier 2,Large,Supermarket Type2,0.052138242,0.8,2564,1
Regular,ITEM0417,Dairy Products,2012,OUT005,Tier 2,Large,Supermarket Type2,0.048458215,3.5,554,2
Regular,ITEM0440,Bakery Products,2019,OUT001,Tier 2,Large,Supermarket Type2,0.064605163,4.4,1401,1
Regular,ITEM0449,Fruits and Vegetables,2012,OUT003,Tier 2,Large,Supermarket Type2,0.058468704,0.7,326,5
Regular,ITEM0484,Beverages,2011,OUT001,Tier 2,Large,Supermarket Type2,0.070447544,1.7,2345,5
Low Fat,ITEM0530,Beverages,2003,OUT008,Tier 2,Large,Supermarket Type2,0.047550105,2.5,488,2
Low Fat,ITEM0536,Fruits and Vegetables,2003,OUT004,Tier 2,Large,Supermarket Type2,0.085050392,0.8,717,2
Low Fat,ITEM0548,Bakery Products,2004,OUT008,Tier 2,Large,Supermarket Type2,0.030011448,2.4,1525,1
Low Fat,ITEM0592,Bakery Products,2008,OUT006,Tier 2,Large,Supermarket Type2,0.058570543,0.3,1505,3
Low Fat,ITEM0639,Beverages,2014,OUT004,Tier 2,Large,Supermarket Type2,0.008256873,4.4,559,1
Regular,ITEM0656,Dairy Products,2005,OUT008,Tier 2,Large,Supermarket Type2,0.068950142,0.8,1535,2
Low Fat,ITEM0664,Beverages,2004,OUT009,Tier 2,Large,Supermarket Type2,0.059199395,2.5,220,4
Low Fat,ITEM0687,Bakery Products,2014,OUT002,Tier 2,Large,Supermarket Type2,0.099012081,5,1258,1
Regular,ITEM0696,Beverages,2017,OUT001,Tier 2,Large,Supermarket Type2,0.061944116,4,1371,1
Regular,ITEM0699,Fruits and Vegetables,2020,OUT001,Tier 2,Large,Supermarket Type2,0.048601256,2.4,1954,4
Low Fat,ITEM0719,Beverages,2020,OUT004,Tier 2,Large,Supermarket Type2,0.053287235,0,1317,2
Regular,ITEM0736,Dairy Products,2012,OUT003,Tier 2,Large,Supermarket Type2,0.078708337,1.5,1584,1
Regular,ITEM0774,Fruits and Vegetables,2014,OUT008,Tier 2,Large,Supermarket Type2,0.070269663,3.8,1860,0
Regular,ITEM0822,Fruits and Vegetables,2001,OUT008,Tier 2,Large,Supermarket Type2,0.04808851,1.5,2125,1
Regular,ITEM0838,Bakery Products,2014,OUT003,Tier 2,Large,Supermarket Type2,0.068712426,0.1,2060,3
Regular,ITEM0850,Fruits and Vegetables,2016,OUT007,Tier 2,Large,Supermarket Type2,0.003116731,1.4,268,4
Low Fat,ITEM0881,Snacks,2007,OUT005,Tier 2,Large,Supermarket Type2,0.058376553,0.7,2437,1
Low Fat,ITEM0924,Snacks,2001,OUT010,Tier 2,Large,Supermarket Type2,0.013732055,1.2,47,1
Low Fat,ITEM0928,Bakery Products,2005,OUT001,Tier 2,Large,Supermarket Type2,0.077264781,1.9,843,3
Regular,ITEM0937,Dairy Products,2001,OUT010,Tier 2,Large,Supermarket Type2,0.043565132,1.3,288,3
Regular,ITEM0942,Snacks,2016,OUT001,Tier 2,Large,Supermarket Type2,0.085282881,4.4,1966,3
Regular,ITEM0955,Snacks,2008,OUT010,Tier 2,Large,Supermarket Type2,0.05640995,3.9,1742,1
Regular,ITEM1019,Snacks,2013,OUT009,Tier 2,Large,Supermarket Type2,0.082083336,2.3,2355,2
Low Fat,ITEM1072,Beverages,2000,OUT005,Tier 2,Large,Supermarket Type2,0.015722941,4.8,2911,1
Regular,ITEM1143,Dairy Products,2004,OUT003,Tier 2,Large,Supermarket Type2,0.061436047,4.2,2870,5
Regular,ITEM1191,Snacks,2005,OUT003,Tier 2,Large,Supermarket Type2,0.086285192,3.6,1857,0
Low Fat,ITEM1219,Fruits and Vegetables,2013,OUT007,Tier 2,Large,Supermarket Type2,0.040500308,2.2,419,3
Regular,ITEM1233,Snacks,2018,OUT001,Tier 2,Large,Supermarket Type2,0.011743098,4.1,496,2
Regular,ITEM1294,Dairy Products,2003,OUT003,Tier 2,Large,Supermarket Type2,0.04737345,2.2,2621,0
Low Fat,ITEM1308,Bakery Products,2003,OUT008,Tier 2,Large,Supermarket Type2,0.070262323,2.9,962,4
Regular,ITEM1368,Snacks,2005,OUT002,Tier 2,Large,Supermarket Type2,0.013162366,3.7,709,3
Low Fat,ITEM1376,Dairy Products,2007,OUT003,Tier 2,Large,Supermarket Type2,0.090994747,3.2,2410,1
Regular,ITEM1387,Dairy Products,2000,OUT009,Tier 2,Large,Supermarket Type2,0.073513864,4.1,769,1
Regular,ITEM1391,Dairy Products,2006,OUT006,Tier 2,Large,Supermarket Type2,0.027472088,0.3,1214,2
Regular,ITEM1411,Beverages,2019,OUT008,Tier 2,Large,Supermarket Type2,0.045383741,0.9,66,0
Low Fat,ITEM1451,Dairy Products,2013,OUT003,Tier 2,Large,Supermarket Type2,0.039721546,4.6,2909,0
Low Fat,ITEM1456,Fruits and Vegetables,2013,OUT001,Tier 2,Large,Supermarket Type2,0.00784873,3.4,168,5
Regular,ITEM1489,Fruits and Vegetables,2001,OUT002,Tier 2,Large,Supermarket Type2,0.055752609,3.4,2911,3
Low Fat,ITEM1512,Snacks,2001,OUT010,Tier 2,Large,Supermarket Type2,0.07703373,1,58,4
Regular,ITEM1560,Fruits and Vegetables,2006,OUT009,Tier 2,Large,Supermarket Type2,0.044185481,4.5,142,0
Low Fat,ITEM1574,Dairy Products,2009,OUT003,Tier 2,Large,Supermarket Type2,0.001721633,4.2,2109,4
Regular,ITEM1577,Bakery Products,2020,OUT005,Tier 2,Large,Supermarket Type2,0.023558096,4.3,1206,3
Regular,ITEM1597,Bakery Products,2014,OUT008,Tier 2,Large,Supermarket Type2,0.022618249,1.3,2313,3
Regular,ITEM1625,Snacks,2001,OUT007,Tier 2,Large,Supermarket Type2,0.066041464,1.8,2466,4
Regular,ITEM1637,Dairy Products,2009,OUT007,Tier 2,Large,Supermarket Type2,0.013212641,1.9,1945,1
Regular,ITEM1697,Fruits and Vegetables,2019,OUT001,Tier 2,Large,Supermarket Type2,0.015351845,2.1,737,4
Regular,ITEM1705,Snacks,2011,OUT003,Tier 2,Large,Supermarket Type2,0.099291317,1.9,1359,2
Regular,ITEM1765,Dairy Products,2003,OUT003,Tier 2,Large,Supermarket Type2,0.036558285,4.4,1333,2
Regular,ITEM1781,Fruits and Vegetables,2017,OUT008,Tier 2,Large,Supermarket Type2,0.067509937,0.9,1414,3
Low Fat,ITEM1885,Beverages,2012,OUT009,Tier 2,Large,Supermarket Type2,0.086029147,4.3,1033,2
Regular,ITEM1891,Beverages,2008,OUT003,Tier 2,Large,Supermarket Type2,0.072914398,3.5,2498,4
Regular,ITEM1905,Dairy Products,2005,OUT003,Tier 2,Large,Supermarket Type2,0.075127562,3.4,2017,2
Low Fat,ITEM1980,Bakery Products,2020,OUT007,Tier 2,Large,Supermarket Type2,0.035831543,3.6,1318,1
Low Fat,ITEM2022,Fruits and Vegetables,2012,OUT003,Tier 2,Large,Supermarket Type2,0.068480119,3.2,221,1
Low Fat,ITEM2035,Fruits and Vegetables,2007,OUT004,Tier 2,Large,Supermarket Type2,0.006950269,3.8,1580,5
Low Fat,ITEM2049,Snacks,2015,OUT010,Tier 2,Large,Supermarket Type2,0.065505392,2,478,4
Low Fat,ITEM2095,Snacks,2017,OUT005,Tier 2,Large,Supermarket Type2,0.045538161,1.2,2022,5
Low Fat,ITEM2102,Beverages,2007,OUT009,Tier 2,Large,Supermarket Type2,0.0040052,2.6,1873,4
Regular,ITEM2111,Beverages,2014,OUT003,Tier 2,Large,Supermarket Type2,0.024365707,2.4,2004,0
Regular,ITEM2124,Bakery Products,2002,OUT002,Tier 2,Large,Supermarket Type2,0.030675328,4.8,269,3
Regular,ITEM2128,Dairy Products,2008,OUT009,Tier 2,Large,Supermarket Type2,0.013187272,3.6,334,0
Regular,ITEM2132,Dairy Products,2012,OUT001,Tier 2,Large,Supermarket Type2,0.006857575,4.6,2118,4
Low Fat,ITEM2148,Bakery Products,2014,OUT005,Tier 2,Large,Supermarket Type2,0.098982762,0.5,2974,4
Regular,ITEM2157,Dairy Products,2008,OUT006,Tier 2,Large,Supermarket Type2,0.094729846,2.7,2062,2
Regular,ITEM2174,Beverages,2003,OUT007,Tier 2,Large,Supermarket Type2,0.054282876,2.9,600,4
Low Fat,ITEM2181,Snacks,2014,OUT003,Tier 2,Large,Supermarket Type2,0.006374771,2.8,2945,2
Low Fat,ITEM2199,Dairy Products,2010,OUT010,Tier 2,Large,Supermarket Type2,0.049766492,3.3,1086,3
Low Fat,ITEM2220,Dairy Products,2005,OUT005,Tier 2,Large,Supermarket Type2,0.092526071,1.8,2053,4
Regular,ITEM2290,Snacks,2012,OUT007,Tier 2,Large,Supermarket Type2,0.072309823,4.9,745,0
Regular,ITEM2347,Bakery Products,2013,OUT002,Tier 2,Large,Supermarket Type2,0.047620281,3.8,778,1
Low Fat,ITEM2352,Snacks,2005,OUT005,Tier 2,Large,Supermarket Type2,0.06632879,1.5,2483,1
Regular,ITEM2378,Fruits and Vegetables,2016,OUT009,Tier 2,Large,Supermarket Type2,0.070803107,0.3,1320,4
Low Fat,ITEM2457,Beverages,2010,OUT001,Tier 2,Large,Supermarket Type2,0.055804135,2.4,2221,3
Low Fat,ITEM2466,Fruits and Vegetables,2019,OUT004,Tier 2,Large,Supermarket Type2,0.054577209,3.2,2198,2
Regular,ITEM2556,Beverages,2011,OUT007,Tier 2,Large,Supermarket Type2,0.076337499,4.9,1359,3
Low Fat,ITEM2599,Snacks,2020,OUT008,Tier 2,Large,Supermarket Type2,0.094588242,3.6,691,1
Regular,ITEM2611,Fruits and Vegetables,2005,OUT008,Tier 2,Large,Supermarket Type2,0.079313931,3.5,1477,4
Low Fat,ITEM2641,Dairy Products,2020,OUT010,Tier 2,Large,Supermarket Type2,0.090599756,1.2,254,0
Regular,ITEM2645,Bakery Products,2010,OUT008,Tier 2,Large,Supermarket Type2,0.050464942,1.7,2239,5
Regular,ITEM2656,Fruits and Vegetables,2013,OUT008,Tier 2,Large,Supermarket Type2,0.051543717,1.6,1338,4
Regular,ITEM2689,Bakery Products,2018,OUT003,Tier 2,Large,Supermarket Type2,0.054066038,3,2748,3
Low Fat,ITEM2716,Bakery Products,2000,OUT009,Tier 2,Large,Supermarket Type2,0.052609094,3.2,392,0
Regular,ITEM2789,Bakery Products,2019,OUT006,Tier 2,Large,Supermarket Type2,0.058298114,2.9,260,5
Low Fat,ITEM2793,Fruits and Vegetables,2001,OUT001,Tier 2,Large,Supermarket Type2,0.068436939,0.5,2746,4
Low Fat,ITEM2808,Dairy Products,2007,OUT009,Tier 2,Large,Supermarket Type2,0.058710146,2,563,3
Low Fat,ITEM2825,Dairy Products,2013,OUT009,Tier 2,Large,Supermarket Type2,0.025024369,3.5,2056,4
Regular,ITEM2880,Dairy Products,2010,OUT001,Tier 2,Large,Supermarket Type2,0.044444549,3.2,1838,2
Regular,ITEM2940,Dairy Products,2001,OUT001,Tier 2,Large,Supermarket Type2,0.074841783,0.8,2972,2
Regular,ITEM0017,Beverages,2002,OUT009,Tier 1,Medium,Supermarket Type2,0.072438046,0.5,1701,2
Low Fat,ITEM0057,Beverages,2001,OUT008,Tier 1,Medium,Supermarket Type2,0.098098135,0.5,2701,5
Low Fat,ITEM0087,Snacks,2019,OUT008,Tier 1,Medium,Supermarket Type2,0.063987128,3.5,361,2
Regular,ITEM0124,Bakery Products,2000,OUT006,Tier 1,Medium,Supermarket Type2,0.032956186,3.2,1644,1
Low Fat,ITEM0169,Snacks,2020,OUT002,Tier 1,Medium,Supermarket Type2,0.000295186,0.5,574,1
Regular,ITEM0240,Dairy Products,2004,OUT003,Tier 1,Medium,Supermarket Type2,0.067380148,3.9,87,4
Regular,ITEM0255,Dairy Products,2013,OUT005,Tier 1,Medium,Supermarket Type2,0.069591626,1.7,2128,4
Regular,ITEM0260,Snacks,2011,OUT007,Tier 1,Medium,Supermarket Type2,0.010768269,4.8,2181,2
Regular,ITEM0279,Dairy Products,2005,OUT002,Tier 1,Medium,Supermarket Type2,0.039598422,1.3,1738,2
Regular,ITEM0283,Snacks,2010,OUT002,Tier 1,Medium,Supermarket Type2,0.032648353,1,2938,2
Low Fat,ITEM0292,Beverages,2004,OUT002,Tier 1,Medium,Supermarket Type2,0.053146677,4.9,574,5
Regular,ITEM0305,Dairy Products,2016,OUT005,Tier 1,Medium,Supermarket Type2,0.065947003,2,1749,2
Low Fat,ITEM0322,Snacks,2008,OUT004,Tier 1,Medium,Supermarket Type2,0.084535406,2,2524,1
Regular,ITEM0323,Bakery Products,2013,OUT005,Tier 1,Medium,Supermarket Type2,0.080410936,1.3,2772,2
Regular,ITEM0328,Dairy Products,2020,OUT002,Tier 1,Medium,Supermarket Type2,0.024068616,4.2,129,3
Regular,ITEM0356,Snacks,2001,OUT010,Tier 1,Medium,Supermarket Type2,0.012638973,1.9,577,5
Regular,ITEM0378,Bakery Products,2007,OUT002,Tier 1,Medium,Supermarket Type2,0.042990904,1.5,1810,1
Low Fat,ITEM0482,Beverages,2007,OUT005,Tier 1,Medium,Supermarket Type2,0.082945845,1.2,394,4
Regular,ITEM0501,Snacks,2016,OUT002,Tier 1,Medium,Supermarket Type2,0.045881351,3,687,3
Low Fat,ITEM0545,Fruits and Vegetables,2013,OUT010,Tier 1,Medium,Supermarket Type2,0.043126527,3.2,1213,5
Low Fat,ITEM0615,Dairy Products,2008,OUT007,Tier 1,Medium,Supermarket Type2,0.010784889,2,885,0
Regular,ITEM0700,Beverages,2001,OUT008,Tier 1,Medium,Supermarket Type2,0.040266662,2.3,2348,1
Regular,ITEM0711,Snacks,2015,OUT007,Tier 1,Medium,Supermarket Type2,0.004961075,4.8,769,3
Low Fat,ITEM0761,Dairy Products,2003,OUT010,Tier 1,Medium,Supermarket Type2,0.04921883,2.2,1794,1
Regular,ITEM0779,Fruits and Vegetables,2007,OUT010,Tier 1,Medium,Supermarket Type2,0.039859262,1.9,1649,3
Low Fat,ITEM0801,Dairy Products,2009,OUT004,Tier 1,Medium,Supermarket Type2,0.030468816,1.7,2613,3
Low Fat,ITEM0807,Dairy Products,2007,OUT009,Tier 1,Medium,Supermarket Type2,0.048519081,2.6,777,2
Regular,ITEM0811,Fruits and Vegetables,2015,OUT001,Tier 1,Medium,Supermarket Type2,0.027004262,1.6,370,5
Regular,ITEM0813,Bakery Products,2005,OUT006,Tier 1,Medium,Supermarket Type2,0.001105297,2.9,2358,3
Low Fat,ITEM0844,Fruits and Vegetables,2003,OUT001,Tier 1,Medium,Supermarket Type2,0.015803246,1.4,562,3
Regular,ITEM0858,Beverages,2015,OUT003,Tier 1,Medium,Supermarket Type2,0.054712671,4.5,1682,2
Low Fat,ITEM0877,Bakery Products,2002,OUT010,Tier 1,Medium,Supermarket Type2,0.084101859,1.7,1203,5
Regular,ITEM0887,Beverages,2012,OUT007,Tier 1,Medium,Supermarket Type2,0.049082491,2.4,72,2
Regular,ITEM0890,Bakery Products,2002,OUT004,Tier 1,Medium,Supermarket Type2,0.010430394,4.6,378,2
Regular,ITEM0896,Bakery Products,2003,OUT005,Tier 1,Medium,Supermarket Type2,0.006489848,2.7,2065,4
Regular,ITEM0943,Dairy Products,2008,OUT008,Tier 1,Medium,Supermarket Type2,0.061842854,0.3,773,5
Low Fat,ITEM0946,Bakery Products,2001,OUT009,Tier 1,Medium,Supermarket Type2,0.026436725,1.3,1586,0
Regular,ITEM0950,Snacks,2011,OUT009,Tier 1,Medium,Supermarket Type2,0.08726213,2.2,311,2
Regular,ITEM1013,Bakery Products,2018,OUT009,Tier 1,Medium,Supermarket Type2,0.089262965,4.9,1736,2
Regular,ITEM1096,Dairy Products,2018,OUT009,Tier 1,Medium,Supermarket Type2,0.01900114,4.5,111,4
Low Fat,ITEM1146,Beverages,2009,OUT010,Tier 1,Medium,Supermarket Type2,0.011132024,4.4,2910,5
Regular,ITEM1172,Snacks,2012,OUT006,Tier 1,Medium,Supermarket Type2,0.05538786,0.9,2668,5
Low Fat,ITEM1192,Fruits and Vegetables,2004,OUT009,Tier 1,Medium,Supermarket Type2,0.067507426,0.6,2999,1
Low Fat,ITEM1201,Fruits and Vegetables,2011,OUT009,Tier 1,Medium,Supermarket Type2,0.0637394,2.5,176,2
Low Fat,ITEM1208,Snacks,2014,OUT003,Tier 1,Medium,Supermarket Type2,0.068956749,3.4,1788,4
Low Fat,ITEM1231,Bakery Products,2001,OUT003,Tier 1,Medium,Supermarket Type2,0.060086354,3.6,879,4
Regular,ITEM1327,Beverages,2011,OUT001,Tier 1,Medium,Supermarket Type2,0.060544302,2.4,940,2
Low Fat,ITEM1351,Dairy Products,2003,OUT010,Tier 1,Medium,Supermarket Type2,0.083964645,1.9,339,5
Low Fat,ITEM1352,Snacks,2004,OUT007,Tier 1,Medium,Supermarket Type2,0.04994171,1.3,2604,1
Low Fat,ITEM1363,Bakery Products,2009,OUT006,Tier 1,Medium,Supermarket Type2,0.014787564,3.4,848,4
Regular,ITEM1396,Beverages,2005,OUT003,Tier 1,Medium,Supermarket Type2,0.048798648,3.2,2172,2
Low Fat,ITEM1431,Bakery Products,2001,OUT003,Tier 1,Medium,Supermarket Type2,0.019595956,2.6,2121,3
Low Fat,ITEM1486,Bakery Products,2016,OUT005,Tier 1,Medium,Supermarket Type2,0.088828052,3.6,1148,5
Regular,ITEM1494,Beverages,2001,OUT008,Tier 1,Medium,Supermarket Type2,0.031432742,1.1,2547,4
Low Fat,ITEM1518,Fruits and Vegetables,2017,OUT010,Tier 1,Medium,Supermarket Type2,0.005900433,2.2,355,2
Regular,ITEM1528,Dairy Products,2019,OUT010,Tier 1,Medium,Supermarket Type2,0.091622055,1.9,2328,3
Regular,ITEM1567,Bakery Products,2014,OUT005,Tier 1,Medium,Supermarket Type2,0.046636503,3.2,719,4
Low Fat,ITEM1575,Fruits and Vegetables,2012,OUT006,Tier 1,Medium,Supermarket Type2,0.073621555,3.4,436,4
Regular,ITEM1585,Dairy Products,2009,OUT009,Tier 1,Medium,Supermarket Type2,0.042374984,1.7,2811,1
Low Fat,ITEM1588,Beverages,2010,OUT005,Tier 1,Medium,Supermarket Type2,0.093410875,4.9,191,0
Regular,ITEM1643,Bakery Products,2003,OUT008,Tier 1,Medium,Supermarket Type2,0.046817724,3.8,2917,1
Low Fat,ITEM1654,Beverages,2004,OUT006,Tier 1,Medium,Supermarket Type2,0.036602863,1.2,474,3
Regular,ITEM1684,Snacks,2002,OUT005,Tier 1,Medium,Supermarket Type2,0.057427066,3.7,175,0
Low Fat,ITEM1693,Bakery Products,2005,OUT010,Tier 1,Medium,Supermarket Type2,0.035228924,0.3,1956,2
Low Fat,ITEM1752,Dairy Products,2015,OUT003,Tier 1,Medium,Supermarket Type2,0.079578271,1.9,2496,0
Regular,ITEM1761,Beverages,2005,OUT010,Tier 1,Medium,Supermarket Type2,0.062703984,0.9,487,5
Regular,ITEM1806,Bakery Products,2007,OUT007,Tier 1,Medium,Supermarket Type2,0.007659947,3.7,1109,3
Regular,ITEM1867,Snacks,2015,OUT008,Tier 1,Medium,Supermarket Type2,0.076581288,3.5,2668,3
Regular,ITEM1876,Bakery Products,2009,OUT010,Tier 1,Medium,Supermarket Type2,0.08235098,0.1,1751,2
Regular,ITEM1940,Dairy Products,2010,OUT005,Tier 1,Medium,Supermarket Type2,0.080608653,2.9,2187,4
Low Fat,ITEM1975,Bakery Products,2010,OUT001,Tier 1,Medium,Supermarket Type2,0.081580199,2.4,1377,3
Low Fat,ITEM2018,Bakery Products,2005,OUT010,Tier 1,Medium,Supermarket Type2,0.063149317,1.2,2442,3
Low Fat,ITEM2023,Dairy Products,2011,OUT010,Tier 1,Medium,Supermarket Type2,0.064767737,3.8,2254,4
Regular,ITEM2072,Bakery Products,2002,OUT006,Tier 1,Medium,Supermarket Type2,0.005503845,0.9,2605,4
Low Fat,ITEM2075,Fruits and Vegetables,2005,OUT006,Tier 1,Medium,Supermarket Type2,0.098141876,0.5,661,2
Low Fat,ITEM2129,Snacks,2005,OUT006,Tier 1,Medium,Supermarket Type2,0.028145237,2.3,368,4
Low Fat,ITEM2131,Fruits and Vegetables,2003,OUT001,Tier 1,Medium,Supermarket Type2,0.087734583,3.7,2158,4
Low Fat,ITEM2155,Bakery Products,2016,OUT005,Tier 1,Medium,Supermarket Type2,0.090511215,3.3,1835,4
Regular,ITEM2165,Beverages,2000,OUT003,Tier 1,Medium,Supermarket Type2,0.068684799,4.4,2238,1
Low Fat,ITEM2185,Beverages,2009,OUT008,Tier 1,Medium,Supermarket Type2,0.015808083,1.8,561,1
Regular,ITEM2242,Dairy Products,2012,OUT005,Tier 1,Medium,Supermarket Type2,0.009038159,4.4,767,2
Low Fat,ITEM2264,Beverages,2013,OUT001,Tier 1,Medium,Supermarket Type2,0.00943904,2.8,235,3
Low Fat,ITEM2314,Beverages,2020,OUT003,Tier 1,Medium,Supermarket Type2,0.049433702,4.8,1434,2
Low Fat,ITEM2330,Dairy Products,2001,OUT004,Tier 1,Medium,Supermarket Type2,0.033389636,2.5,439,1
Regular,ITEM2333,Beverages,2013,OUT003,Tier 1,Medium,Supermarket Type2,0.02619063,3.3,1812,3
Regular,ITEM2363,Bakery Products,2017,OUT005,Tier 1,Medium,Supermarket Type2,0.050382893,3.6,2389,3
Low Fat,ITEM2393,Fruits and Vegetables,2019,OUT004,Tier 1,Medium,Supermarket Type2,0.0202286,2.4,2914,1
Low Fat,ITEM2405,Fruits and Vegetables,2010,OUT006,Tier 1,Medium,Supermarket Type2,0.042441492,0.4,5,2
Regular,ITEM2482,Fruits and Vegetables,2003,OUT007,Tier 1,Medium,Supermarket Type2,0.074069348,4.4,341,1
Low Fat,ITEM2489,Beverages,2014,OUT007,Tier 1,Medium,Supermarket Type2,0.052258903,0.6,1289,1
Low Fat,ITEM2552,Fruits and Vegetables,2001,OUT006,Tier 1,Medium,Supermarket Type2,0.064589068,0.4,345,3
Regular,ITEM2596,Fruits and Vegetables,2000,OUT009,Tier 1,Medium,Supermarket Type2,0.074828594,1.2,1585,5
Low Fat,ITEM2609,Snacks,2013,OUT002,Tier 1,Medium,Supermarket Type2,0.030742509,2.4,2297,3
Regular,ITEM2652,Bakery Products,2000,OUT006,Tier 1,Medium,Supermarket Type2,0.078909948,1.8,1528,4
Low Fat,ITEM2695,Beverages,2001,OUT008,Tier 1,Medium,Supermarket Type2,0.022400915,1.9,2000,2
Regular,ITEM2773,Bakery Products,2000,OUT003,Tier 1,Medium,Supermarket Type2,0.011206212,2.6,211,2
Low Fat,ITEM2775,Snacks,2017,OUT001,Tier 1,Medium,Supermarket Type2,0.017888531,0.4,1800,5
Low Fat,ITEM2783,Bakery Products,2007,OUT004,Tier 1,Medium,Supermarket Type2,0.084400139,2.6,1236,4
Low Fat,ITEM2812,Bakery Products,2008,OUT004,Tier 1,Medium,Supermarket Type2,0.086747839,2.6,1606,5
Low Fat,ITEM2813,Bakery Products,2004,OUT005,Tier 1,Medium,Supermarket Type2,0.004621472,3.2,1034,1
